rollout_id,source_experiment,policy,horizon,benchmark_task_id,task_name,episode_index,init_state_index,seed,success,steps,trajectory_file,trajectory_slot,trajectory_sha256,render_video_file,render_video_sha256,has_actions,has_rewards,has_render_video,has_observation_state,has_dual_camera_observations,wm_v1_eligible,visual_action_only_candidate
pretrained-h50-task02-init01,stage6_full_spatial_benchmark,pretrained,50,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,1,1,1001,True,119,stage6_full_spatial_benchmark/trajectories/task_02.npz,1,3a45c9c2008b006508d53859141cc3c59ab8314c177954ec09be01ba7c0bdac8,stage6_full_spatial_benchmark/videos/task_02/episode_01.mp4,c8aac13bc481055ff871fbdbdb49cece7e6d421cc291e918cfdd5a77b3ecc0e1,True,True,True,False,False,False,True
pretrained-h50-task02-init02,stage6_full_spatial_benchmark,pretrained,50,2,pick_up_the_black_bowl_from_table_center_and_place_it_on_the_plate,2,2,1002,True,99,stage6_full_spatial_benchmark/trajectories/task_02.npz,2,3a45c9c2008b006508d53859141cc3c59ab8314c177954ec09be01ba7c0bdac8,stage6_full_spatial_benchmark/videos/task_02/episode_02.mp4,5a0949875fdded50c2109acde4ecd4c5674188a7d537ac2e46b6568a08d65ddb,True,True,True,False,False,False,True
pretrained-h50-task03-init00,stage6_full_spatial_benchmark,pretrained,50,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,0,0,1000,True,95,stage6_full_spatial_benchmark/trajectories/task_03.npz,0,5f6820bb21ec39ea483cc006ba74069233deb7930fc440e3096620e4da7d3744,stage6_full_spatial_benchmark/videos/task_03/episode_00.mp4,adaeb54a1aba8821fa00f3f9ce9b7ff9a5f5e55d8ebc5ef7141eded959430905,True,True,True,False,False,False,True
pretrained-h50-task03-init01,stage6_full_spatial_benchmark,pretrained,50,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,1,1,1001,True,82,stage6_full_spatial_benchmark/trajectories/task_03.npz,1,5f6820bb21ec39ea483cc006ba74069233deb7930fc440e3096620e4da7d3744,stage6_full_spatial_benchmark/videos/task_03/episode_01.mp4,30ff3f38ad4d6cbd619a40f52286886f4c1d287d40cca0d1f3c769f2666d8920,True,True,True,False,False,False,True
pretrained-h50-task03-init02,stage6_full_spatial_benchmark,pretrained,50,3,pick_up_the_black_bowl_on_the_cookie_box_and_place_it_on_the_plate,2,2,1002,True,77,stage6_full_spatial_benchmark/trajectories/task_03.npz,2,5f6820bb21ec39ea483cc006ba74069233deb7930fc440e3096620e4da7d3744,stage6_full_spatial_benchmark/videos/task_03/episode_02.mp4,867f72f44953660e1aa9c7636e9740d50700ad489cc69d6b351f5b58251b8713,True,True,True,False,False,False,True
pretrained-h50-task04-init00,stage6_full_spatial_benchmark,pretrained,50,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,0,0,1000,True,130,stage6_full_spatial_benchmark/trajectories/task_04.npz,0,c47881fbb02e709883b7c4b618439d8023b46a0bf774f0417885e3d2ec9d81b9,stage6_full_spatial_benchmark/videos/task_04/episode_00.mp4,1d125f1b72c962fcae31c51fbabc83c71c6a9279545488d409cb55c0114cc837,True,True,True,False,False,False,True
pretrained-h50-task04-init01,stage6_full_spatial_benchmark,pretrained,50,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,1,1,1001,False,280,stage6_full_spatial_benchmark/trajectories/task_04.npz,1,c47881fbb02e709883b7c4b618439d8023b46a0bf774f0417885e3d2ec9d81b9,stage6_full_spatial_benchmark/videos/task_04/episode_01.mp4,7abae0bd4e7adc5b7a55e050204a0ffc33f6eb74c45162c4448e62b999fbd9d6,True,True,True,False,False,False,True
pretrained-h50-task04-init02,stage6_full_spatial_benchmark,pretrained,50,4,pick_up_the_black_bowl_in_the_top_drawer_of_the_wooden_cabinet_and_place_it_on_the_plate,2,2,1002,False,280,stage6_full_spatial_benchmark/trajectories/task_04.npz,2,c47881fbb02e709883b7c4b618439d8023b46a0bf774f0417885e3d2ec9d81b9,stage6_full_spatial_benchmark/videos/task_04/episode_02.mp4,07a0aaa02c825fab1301a302e71c1e11116f805295c04b6d1c82741cf7877918,True,True,True,False,False,False,True
pretrained-h50-task05-init00,stage6_full_spatial_benchmark,pretrained,50,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,0,0,1000,False,280,stage6_full_spatial_benchmark/trajectories/task_05.npz,0,82fcf9b16e62439947c5504f2139a2a564e7af6518a377f039d0f7114efc5f3a,stage6_full_spatial_benchmark/videos/task_05/episode_00.mp4,f7969eea40460698b39e053365e4b5b240437f2f958097b063539a8911297d01,True,True,True,False,False,False,True
pretrained-h50-task05-init01,stage6_full_spatial_benchmark,pretrained,50,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,1,1,1001,False,280,stage6_full_spatial_benchmark/trajectories/task_05.npz,1,82fcf9b16e62439947c5504f2139a2a564e7af6518a377f039d0f7114efc5f3a,stage6_full_spatial_benchmark/videos/task_05/episode_01.mp4,67a529fe164e63084667a6a73d8bb0d116873aed3273d3280780efc3d7164a03,True,True,True,False,False,False,True
pretrained-h50-task05-init02,stage6_full_spatial_benchmark,pretrained,50,5,pick_up_the_black_bowl_on_the_ramekin_and_place_it_on_the_plate,2,2,1002,False,280,stage6_full_spatial_benchmark/trajectories/task_05.npz,2,82fcf9b16e62439947c5504f2139a2a564e7af6518a377f039d0f7114efc5f3a,stage6_full_spatial_benchmark/videos/task_05/episode_02.mp4,70f76071eb4c2aa712c13fb300a94d61bbc14cefc9519a88d4c182720f0ed9fc,True,True,True,False,False,False,True
pretrained-h50-task06-init00,stage6_full_spatial_benchmark,pretrained,50,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,0,0,1000,False,280,stage6_full_spatial_benchmark/trajectories/task_06.npz,0,a45adf468cb76ac6d7dad4fb3fd92ef381003991834c8a7814f01c6dacdea47a,stage6_full_spatial_benchmark/videos/task_06/episode_00.mp4,c10d35bb1085230cc92b8b2e97de7ca081d6fdf5f584efa66304937637e0a2af,True,True,True,False,False,False,True
pretrained-h50-task06-init01,stage6_full_spatial_benchmark,pretrained,50,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,1,1,1001,True,109,stage6_full_spatial_benchmark/trajectories/task_06.npz,1,a45adf468cb76ac6d7dad4fb3fd92ef381003991834c8a7814f01c6dacdea47a,stage6_full_spatial_benchmark/videos/task_06/episode_01.mp4,06dda505e1089b5d1100c2ddc7475b6f39ac03e1f0bd5f08d25d4183b0d0e8e2,True,True,True,False,False,False,True
pretrained-h50-task06-init02,stage6_full_spatial_benchmark,pretrained,50,6,pick_up_the_black_bowl_next_to_the_cookie_box_and_place_it_on_the_plate,2,2,1002,True,110,stage6_full_spatial_benchmark/trajectories/task_06.npz,2,a45adf468cb76ac6d7dad4fb3fd92ef381003991834c8a7814f01c6dacdea47a,stage6_full_spatial_benchmark/videos/task_06/episode_02.mp4,1b0c697224917d341c578cb019eed5483d01f7c192f461e78178ec96efa18d90,True,True,True,False,False,False,True
pretrained-h50-task07-init00,stage6_full_spatial_benchmark,pretrained,50,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,0,0,1000,False,280,stage6_full_spatial_benchmark/trajectories/task_07.npz,0,35123cca340584096077ffed93337e176f99bf111eb9349cc5592a0277b50a29,stage6_full_spatial_benchmark/videos/task_07/episode_00.mp4,5275b1b3793c37f5c9dc0c25d8e461d0e38b6c6dd6321b64a31cbc7908e9842d,True,True,True,False,False,False,True
pretrained-h50-task07-init01,stage6_full_spatial_benchmark,pretrained,50,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,1,1,1001,False,280,stage6_full_spatial_benchmark/trajectories/task_07.npz,1,35123cca340584096077ffed93337e176f99bf111eb9349cc5592a0277b50a29,stage6_full_spatial_benchmark/videos/task_07/episode_01.mp4,c7a3ec65c0c1f5de3451e88c343b148855516700147ad65e82531f2625c2a193,True,True,True,False,False,False,True
pretrained-h50-task07-init02,stage6_full_spatial_benchmark,pretrained,50,7,pick_up_the_black_bowl_on_the_stove_and_place_it_on_the_plate,2,2,1002,False,280,stage6_full_spatial_benchmark/trajectories/task_07.npz,2,35123cca340584096077ffed93337e176f99bf111eb9349cc5592a0277b50a29,stage6_full_spatial_benchmark/videos/task_07/episode_02.mp4,54f7683c2f7aaa85e871293235fa8c9265523aca9595189a33e3cb087eced546,True,True,True,False,False,False,True
pretrained-h50-task08-init00,stage6_full_spatial_benchmark,pretrained,50,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,0,0,1000,True,95,stage6_full_spatial_benchmark/trajectories/task_08.npz,0,9e62c87898af71a961d6117ed1b1dbc8736d049c6b95db2e5550ce1e87faa683,stage6_full_spatial_benchmark/videos/task_08/episode_00.mp4,10ee7fb4db39832d02887a1e26bcf3e9504f9c12063359957acea52695d796b9,True,True,True,False,False,False,True
pretrained-h50-task08-init01,stage6_full_spatial_benchmark,pretrained,50,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,1,1,1001,False,280,stage6_full_spatial_benchmark/trajectories/task_08.npz,1,9e62c87898af71a961d6117ed1b1dbc8736d049c6b95db2e5550ce1e87faa683,stage6_full_spatial_benchmark/videos/task_08/episode_01.mp4,f8375253a319f349cc64865f28345c14c7d079615ea75cc13d79eb51bce13501,True,True,True,False,False,False,True
pretrained-h50-task08-init02,stage6_full_spatial_benchmark,pretrained,50,8,pick_up_the_black_bowl_next_to_the_plate_and_place_it_on_the_plate,2,2,1002,False,280,stage6_full_spatial_benchmark/trajectories/task_08.npz,2,9e62c87898af71a961d6117ed1b1dbc8736d049c6b95db2e5550ce1e87faa683,stage6_full_spatial_benchmark/videos/task_08/episode_02.mp4,6c1c05a8441421d80aa0180c4262e4916eeaab33eb57fb4b4d2cb3966a142ad2,True,True,True,False,False,False,True
pretrained-h50-task09-init00,stage6_full_spatial_benchmark,pretrained,50,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,0,0,1000,True,122,stage6_full_spatial_benchmark/trajectories/task_09.npz,0,de5857401c8c0843061243e176a0a573bb1d193a730c0bf783e44ff62cbbc6fd,stage6_full_spatial_benchmark/videos/task_09/episode_00.mp4,1663dc897cd7b7e9aec0a96d436322af2797e19e1fbbacaa515b2c1bb9e8fdac,True,True,True,False,False,False,True
pretrained-h50-task09-init01,stage6_full_spatial_benchmark,pretrained,50,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,1,1,1001,True,120,stage6_full_spatial_benchmark/trajectories/task_09.npz,1,de5857401c8c0843061243e176a0a573bb1d193a730c0bf783e44ff62cbbc6fd,stage6_full_spatial_benchmark/videos/task_09/episode_01.mp4,293a73fb149e14297d00a1f8eee60d1a4dc761daa844cae97955fca0761d5e37,True,True,True,False,False,False,True
pretrained-h50-task09-init02,stage6_full_spatial_benchmark,pretrained,50,9,pick_up_the_black_bowl_on_the_wooden_cabinet_and_place_it_on_the_plate,2,2,1002,True,129,stage6_full_spatial_benchmark/trajectories/task_09.npz,2,de5857401c8c0843061243e176a0a573bb1d193a730c0bf783e44ff62cbbc6fd,stage6_full_spatial_benchmark/videos/task_09/episode_02.mp4,a0f103dd7fdc11a63766975881c6fc7f10b6e58c2f2a1031d8b964b8b87eb541,True,True,True,False,False,False,True
