episode_index,split,benchmark_task_id,dataset_task_index,task_prompt,length,data_file,camera1_video_file,camera1_from_seconds,camera1_to_seconds,camera2_video_file,camera2_from_seconds,camera2_to_seconds,valid_windows_h10,valid_windows_h25,valid_windows_h50
1369,train,7,33,pick up the black bowl on the stove and place it on the plate,133,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,520.5999999999999,533.8999999999999,videos/observation.images.image2/chunk-000/file-029.mp4,520.5999999999999,533.8999999999999,123,108,83
1370,validation,1,37,pick up the black bowl next to the ramekin and place it on the plate,152,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,533.8999999999999,549.0999999999999,videos/observation.images.image2/chunk-000/file-029.mp4,533.8999999999999,549.0999999999999,142,127,102
1371,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,122,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,549.0999999999999,561.3,videos/observation.images.image2/chunk-000/file-029.mp4,549.0999999999999,561.3,112,97,72
1372,train,8,36,pick up the black bowl next to the plate and place it on the plate,115,data/chunk-000/file-325.parquet,videos/observation.images.image/chunk-000/file-029.mp4,561.3,572.8,videos/observation.images.image2/chunk-000/file-029.mp4,561.3,572.8,105,90,65
1373,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,156,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-029.mp4,572.8,588.4,videos/observation.images.image2/chunk-000/file-029.mp4,572.8,588.4,146,131,106
1374,test,6,30,pick up the black bowl next to the cookie box and place it on the plate,124,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-029.mp4,588.4,600.8,videos/observation.images.image2/chunk-000/file-029.mp4,588.4,600.8,114,99,74
1375,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,125,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-029.mp4,600.8,613.3,videos/observation.images.image2/chunk-000/file-029.mp4,600.8,613.3,115,100,75
1376,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,126,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-029.mp4,613.3,625.9,videos/observation.images.image2/chunk-000/file-029.mp4,613.3,625.9,116,101,76
1377,validation,2,38,pick up the black bowl from table center and place it on the plate,134,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-029.mp4,625.9,639.3,videos/observation.images.image2/chunk-000/file-029.mp4,625.9,639.3,124,109,84
1378,train,3,35,pick up the black bowl on the cookie box and place it on the plate,115,data/chunk-000/file-326.parquet,videos/observation.images.image/chunk-000/file-030.mp4,0.0,11.5,videos/observation.images.image2/chunk-000/file-030.mp4,0.0,11.5,105,90,65
1379,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,75,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,11.5,19.0,videos/observation.images.image2/chunk-000/file-030.mp4,11.5,19.0,65,50,25
1380,test,2,38,pick up the black bowl from table center and place it on the plate,110,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,19.0,30.0,videos/observation.images.image2/chunk-000/file-030.mp4,19.0,30.0,100,85,60
1381,train,7,33,pick up the black bowl on the stove and place it on the plate,128,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,30.0,42.8,videos/observation.images.image2/chunk-000/file-030.mp4,30.0,42.8,118,103,78
1382,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,121,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,42.8,54.9,videos/observation.images.image2/chunk-000/file-030.mp4,42.8,54.9,111,96,71
1383,train,2,38,pick up the black bowl from table center and place it on the plate,114,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,54.9,66.3,videos/observation.images.image2/chunk-000/file-030.mp4,54.9,66.3,104,89,64
1384,train,7,33,pick up the black bowl on the stove and place it on the plate,126,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,66.3,78.89999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,66.3,78.89999999999999,116,101,76
1385,validation,2,38,pick up the black bowl from table center and place it on the plate,108,data/chunk-000/file-327.parquet,videos/observation.images.image/chunk-000/file-030.mp4,78.89999999999999,89.69999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,78.89999999999999,89.69999999999999,98,83,58
1386,train,3,35,pick up the black bowl on the cookie box and place it on the plate,97,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,89.69999999999999,99.39999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,89.69999999999999,99.39999999999999,87,72,47
1387,train,8,36,pick up the black bowl next to the plate and place it on the plate,138,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,99.39999999999999,113.19999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,99.39999999999999,113.19999999999999,128,113,88
1388,train,5,32,pick up the black bowl on the ramekin and place it on the plate,106,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,113.19999999999999,123.79999999999998,videos/observation.images.image2/chunk-000/file-030.mp4,113.19999999999999,123.79999999999998,96,81,56
1389,train,7,33,pick up the black bowl on the stove and place it on the plate,136,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,123.79999999999998,137.39999999999998,videos/observation.images.image2/chunk-000/file-030.mp4,123.79999999999998,137.39999999999998,126,111,86
1390,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,130,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,137.39999999999998,150.39999999999998,videos/observation.images.image2/chunk-000/file-030.mp4,137.39999999999998,150.39999999999998,120,105,80
1391,train,3,35,pick up the black bowl on the cookie box and place it on the plate,96,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,150.39999999999998,159.99999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,150.39999999999998,159.99999999999997,86,71,46
1392,train,8,36,pick up the black bowl next to the plate and place it on the plate,122,data/chunk-000/file-328.parquet,videos/observation.images.image/chunk-000/file-030.mp4,159.99999999999997,172.19999999999996,videos/observation.images.image2/chunk-000/file-030.mp4,159.99999999999997,172.19999999999996,112,97,72
1393,train,8,36,pick up the black bowl next to the plate and place it on the plate,109,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,172.19999999999996,183.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,172.19999999999996,183.09999999999997,99,84,59
1394,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,163,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,183.09999999999997,199.39999999999998,videos/observation.images.image2/chunk-000/file-030.mp4,183.09999999999997,199.39999999999998,153,138,113
1395,validation,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,87,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,199.39999999999998,208.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,199.39999999999998,208.09999999999997,77,62,37
1396,train,5,32,pick up the black bowl on the ramekin and place it on the plate,110,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,208.09999999999997,219.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,208.09999999999997,219.09999999999997,100,85,60
1397,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,95,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,219.09999999999997,228.59999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,219.09999999999997,228.59999999999997,85,70,45
1398,train,7,33,pick up the black bowl on the stove and place it on the plate,142,data/chunk-000/file-329.parquet,videos/observation.images.image/chunk-000/file-030.mp4,228.59999999999997,242.79999999999995,videos/observation.images.image2/chunk-000/file-030.mp4,228.59999999999997,242.79999999999995,132,117,92
1399,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,145,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,242.79999999999995,257.29999999999995,videos/observation.images.image2/chunk-000/file-030.mp4,242.79999999999995,257.29999999999995,135,120,95
1400,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,140,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,257.29999999999995,271.29999999999995,videos/observation.images.image2/chunk-000/file-030.mp4,257.29999999999995,271.29999999999995,130,115,90
1401,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,89,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,271.29999999999995,280.19999999999993,videos/observation.images.image2/chunk-000/file-030.mp4,271.29999999999995,280.19999999999993,79,64,39
1402,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,173,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,280.19999999999993,297.49999999999994,videos/observation.images.image2/chunk-000/file-030.mp4,280.19999999999993,297.49999999999994,163,148,123
1403,train,8,36,pick up the black bowl next to the plate and place it on the plate,137,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,297.49999999999994,311.19999999999993,videos/observation.images.image2/chunk-000/file-030.mp4,297.49999999999994,311.19999999999993,127,112,87
1404,train,5,32,pick up the black bowl on the ramekin and place it on the plate,91,data/chunk-000/file-330.parquet,videos/observation.images.image/chunk-000/file-030.mp4,311.19999999999993,320.29999999999995,videos/observation.images.image2/chunk-000/file-030.mp4,311.19999999999993,320.29999999999995,81,66,41
1405,train,3,35,pick up the black bowl on the cookie box and place it on the plate,92,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,320.29999999999995,329.49999999999994,videos/observation.images.image2/chunk-000/file-030.mp4,320.29999999999995,329.49999999999994,82,67,42
1406,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,126,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,329.49999999999994,342.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,329.49999999999994,342.09999999999997,116,101,76
1407,validation,7,33,pick up the black bowl on the stove and place it on the plate,130,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,342.09999999999997,355.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,342.09999999999997,355.09999999999997,120,105,80
1408,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,136,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,355.09999999999997,368.7,videos/observation.images.image2/chunk-000/file-030.mp4,355.09999999999997,368.7,126,111,86
1409,train,8,36,pick up the black bowl next to the plate and place it on the plate,110,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,368.7,379.7,videos/observation.images.image2/chunk-000/file-030.mp4,368.7,379.7,100,85,60
1410,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,89,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,379.7,388.59999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,379.7,388.59999999999997,79,64,39
1411,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,139,data/chunk-000/file-331.parquet,videos/observation.images.image/chunk-000/file-030.mp4,388.59999999999997,402.49999999999994,videos/observation.images.image2/chunk-000/file-030.mp4,388.59999999999997,402.49999999999994,129,114,89
1412,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,145,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,402.49999999999994,416.99999999999994,videos/observation.images.image2/chunk-000/file-030.mp4,402.49999999999994,416.99999999999994,135,120,95
1413,train,8,36,pick up the black bowl next to the plate and place it on the plate,97,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,416.99999999999994,426.69999999999993,videos/observation.images.image2/chunk-000/file-030.mp4,416.99999999999994,426.69999999999993,87,72,47
1414,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,155,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,426.69999999999993,442.19999999999993,videos/observation.images.image2/chunk-000/file-030.mp4,426.69999999999993,442.19999999999993,145,130,105
1415,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,133,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,442.19999999999993,455.49999999999994,videos/observation.images.image2/chunk-000/file-030.mp4,442.19999999999993,455.49999999999994,123,108,83
1416,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,133,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,455.49999999999994,468.79999999999995,videos/observation.images.image2/chunk-000/file-030.mp4,455.49999999999994,468.79999999999995,123,108,83
1417,train,8,36,pick up the black bowl next to the plate and place it on the plate,96,data/chunk-000/file-332.parquet,videos/observation.images.image/chunk-000/file-030.mp4,468.79999999999995,478.4,videos/observation.images.image2/chunk-000/file-030.mp4,468.79999999999995,478.4,86,71,46
1418,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,152,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,478.4,493.59999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,478.4,493.59999999999997,142,127,102
1419,validation,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,135,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,493.59999999999997,507.09999999999997,videos/observation.images.image2/chunk-000/file-030.mp4,493.59999999999997,507.09999999999997,125,110,85
1420,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,156,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,507.09999999999997,522.6999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,507.09999999999997,522.6999999999999,146,131,106
1421,validation,6,30,pick up the black bowl next to the cookie box and place it on the plate,118,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,522.6999999999999,534.4999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,522.6999999999999,534.4999999999999,108,93,68
1422,train,7,33,pick up the black bowl on the stove and place it on the plate,129,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,534.4999999999999,547.3999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,534.4999999999999,547.3999999999999,119,104,79
1423,train,7,33,pick up the black bowl on the stove and place it on the plate,137,data/chunk-000/file-333.parquet,videos/observation.images.image/chunk-000/file-030.mp4,547.3999999999999,561.0999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,547.3999999999999,561.0999999999999,127,112,87
1424,train,7,33,pick up the black bowl on the stove and place it on the plate,129,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-030.mp4,561.0999999999999,573.9999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,561.0999999999999,573.9999999999999,119,104,79
1425,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,86,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-030.mp4,573.9999999999999,582.5999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,573.9999999999999,582.5999999999999,76,61,36
1426,train,2,38,pick up the black bowl from table center and place it on the plate,115,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-030.mp4,582.5999999999999,594.0999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,582.5999999999999,594.0999999999999,105,90,65
1427,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,150,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-030.mp4,594.0999999999999,609.0999999999999,videos/observation.images.image2/chunk-000/file-030.mp4,594.0999999999999,609.0999999999999,140,125,100
1428,validation,2,38,pick up the black bowl from table center and place it on the plate,111,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-031.mp4,0.0,11.1,videos/observation.images.image2/chunk-000/file-031.mp4,0.0,11.1,101,86,61
1429,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,123,data/chunk-000/file-334.parquet,videos/observation.images.image/chunk-000/file-031.mp4,11.1,23.4,videos/observation.images.image2/chunk-000/file-031.mp4,11.1,23.4,113,98,73
1430,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,169,data/chunk-000/file-335.parquet,videos/observation.images.image/chunk-000/file-031.mp4,23.4,40.3,videos/observation.images.image2/chunk-000/file-031.mp4,23.4,40.3,159,144,119
1431,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,134,data/chunk-000/file-335.parquet,videos/observation.images.image/chunk-000/file-031.mp4,40.3,53.699999999999996,videos/observation.images.image2/chunk-000/file-031.mp4,40.3,53.699999999999996,124,109,84
1432,train,2,38,pick up the black bowl from table center and place it on the plate,131,data/chunk-000/file-335.parquet,videos/observation.images.image/chunk-000/file-031.mp4,53.699999999999996,66.8,videos/observation.images.image2/chunk-000/file-031.mp4,53.699999999999996,66.8,121,106,81
1433,train,5,32,pick up the black bowl on the ramekin and place it on the plate,142,data/chunk-000/file-335.parquet,videos/observation.images.image/chunk-000/file-031.mp4,66.8,81.0,videos/observation.images.image2/chunk-000/file-031.mp4,66.8,81.0,132,117,92
1434,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,134,data/chunk-000/file-335.parquet,videos/observation.images.image/chunk-000/file-031.mp4,81.0,94.4,videos/observation.images.image2/chunk-000/file-031.mp4,81.0,94.4,124,109,84
1435,validation,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,142,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,94.4,108.60000000000001,videos/observation.images.image2/chunk-000/file-031.mp4,94.4,108.60000000000001,132,117,92
1436,train,1,37,pick up the black bowl next to the ramekin and place it on the plate,109,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,108.60000000000001,119.50000000000001,videos/observation.images.image2/chunk-000/file-031.mp4,108.60000000000001,119.50000000000001,99,84,59
1437,train,3,35,pick up the black bowl on the cookie box and place it on the plate,100,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,119.50000000000001,129.5,videos/observation.images.image2/chunk-000/file-031.mp4,119.50000000000001,129.5,90,75,50
1438,train,8,36,pick up the black bowl next to the plate and place it on the plate,106,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,129.5,140.1,videos/observation.images.image2/chunk-000/file-031.mp4,129.5,140.1,96,81,56
1439,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,139,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,140.1,154.0,videos/observation.images.image2/chunk-000/file-031.mp4,140.1,154.0,129,114,89
1440,train,2,38,pick up the black bowl from table center and place it on the plate,129,data/chunk-000/file-336.parquet,videos/observation.images.image/chunk-000/file-031.mp4,154.0,166.9,videos/observation.images.image2/chunk-000/file-031.mp4,154.0,166.9,119,104,79
1441,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,153,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,166.9,182.20000000000002,videos/observation.images.image2/chunk-000/file-031.mp4,166.9,182.20000000000002,143,128,103
1442,train,2,38,pick up the black bowl from table center and place it on the plate,124,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,182.20000000000002,194.60000000000002,videos/observation.images.image2/chunk-000/file-031.mp4,182.20000000000002,194.60000000000002,114,99,74
1443,train,5,32,pick up the black bowl on the ramekin and place it on the plate,128,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,194.60000000000002,207.40000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,194.60000000000002,207.40000000000003,118,103,78
1444,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,136,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,207.40000000000003,221.00000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,207.40000000000003,221.00000000000003,126,111,86
1445,train,2,38,pick up the black bowl from table center and place it on the plate,109,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,221.00000000000003,231.90000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,221.00000000000003,231.90000000000003,99,84,59
1446,test,6,30,pick up the black bowl next to the cookie box and place it on the plate,106,data/chunk-000/file-337.parquet,videos/observation.images.image/chunk-000/file-031.mp4,231.90000000000003,242.50000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,231.90000000000003,242.50000000000003,96,81,56
1447,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,131,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,242.50000000000003,255.60000000000002,videos/observation.images.image2/chunk-000/file-031.mp4,242.50000000000003,255.60000000000002,121,106,81
1448,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,119,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,255.60000000000002,267.5,videos/observation.images.image2/chunk-000/file-031.mp4,255.60000000000002,267.5,109,94,69
1449,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,93,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,267.5,276.8,videos/observation.images.image2/chunk-000/file-031.mp4,267.5,276.8,83,68,43
1450,train,0,34,pick up the black bowl between the plate and the ramekin and place it on the plate,92,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,276.8,286.0,videos/observation.images.image2/chunk-000/file-031.mp4,276.8,286.0,82,67,42
1451,train,8,36,pick up the black bowl next to the plate and place it on the plate,111,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,286.0,297.1,videos/observation.images.image2/chunk-000/file-031.mp4,286.0,297.1,101,86,61
1452,train,3,35,pick up the black bowl on the cookie box and place it on the plate,96,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,297.1,306.70000000000005,videos/observation.images.image2/chunk-000/file-031.mp4,297.1,306.70000000000005,86,71,46
1453,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,158,data/chunk-000/file-338.parquet,videos/observation.images.image/chunk-000/file-031.mp4,306.70000000000005,322.50000000000006,videos/observation.images.image2/chunk-000/file-031.mp4,306.70000000000005,322.50000000000006,148,133,108
1454,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,145,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,322.50000000000006,337.00000000000006,videos/observation.images.image2/chunk-000/file-031.mp4,322.50000000000006,337.00000000000006,135,120,95
1455,train,2,38,pick up the black bowl from table center and place it on the plate,143,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,337.00000000000006,351.30000000000007,videos/observation.images.image2/chunk-000/file-031.mp4,337.00000000000006,351.30000000000007,133,118,93
1456,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,129,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,351.30000000000007,364.20000000000005,videos/observation.images.image2/chunk-000/file-031.mp4,351.30000000000007,364.20000000000005,119,104,79
1457,train,3,35,pick up the black bowl on the cookie box and place it on the plate,96,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,364.20000000000005,373.80000000000007,videos/observation.images.image2/chunk-000/file-031.mp4,364.20000000000005,373.80000000000007,86,71,46
1458,train,9,39,pick up the black bowl on the wooden cabinet and place it on the plate,130,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,373.80000000000007,386.80000000000007,videos/observation.images.image2/chunk-000/file-031.mp4,373.80000000000007,386.80000000000007,120,105,80
1459,test,8,36,pick up the black bowl next to the plate and place it on the plate,100,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,386.80000000000007,396.80000000000007,videos/observation.images.image2/chunk-000/file-031.mp4,386.80000000000007,396.80000000000007,90,75,50
1460,train,2,38,pick up the black bowl from table center and place it on the plate,109,data/chunk-000/file-339.parquet,videos/observation.images.image/chunk-000/file-031.mp4,396.80000000000007,407.70000000000005,videos/observation.images.image2/chunk-000/file-031.mp4,396.80000000000007,407.70000000000005,99,84,59
1461,train,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,167,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,407.70000000000005,424.40000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,407.70000000000005,424.40000000000003,157,142,117
1462,validation,5,32,pick up the black bowl on the ramekin and place it on the plate,129,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,424.40000000000003,437.3,videos/observation.images.image2/chunk-000/file-031.mp4,424.40000000000003,437.3,119,104,79
1463,train,3,35,pick up the black bowl on the cookie box and place it on the plate,97,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,437.3,447.0,videos/observation.images.image2/chunk-000/file-031.mp4,437.3,447.0,87,72,47
1464,train,8,36,pick up the black bowl next to the plate and place it on the plate,113,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,447.0,458.3,videos/observation.images.image2/chunk-000/file-031.mp4,447.0,458.3,103,88,63
1465,train,5,32,pick up the black bowl on the ramekin and place it on the plate,111,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,458.3,469.40000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,458.3,469.40000000000003,101,86,61
1466,train,2,38,pick up the black bowl from table center and place it on the plate,125,data/chunk-000/file-340.parquet,videos/observation.images.image/chunk-000/file-031.mp4,469.40000000000003,481.90000000000003,videos/observation.images.image2/chunk-000/file-031.mp4,469.40000000000003,481.90000000000003,115,100,75
1467,validation,8,36,pick up the black bowl next to the plate and place it on the plate,109,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,481.90000000000003,492.8,videos/observation.images.image2/chunk-000/file-031.mp4,481.90000000000003,492.8,99,84,59
1468,train,3,35,pick up the black bowl on the cookie box and place it on the plate,95,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,492.8,502.3,videos/observation.images.image2/chunk-000/file-031.mp4,492.8,502.3,85,70,45
1469,validation,5,32,pick up the black bowl on the ramekin and place it on the plate,137,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,502.3,516.0,videos/observation.images.image2/chunk-000/file-031.mp4,502.3,516.0,127,112,87
1470,test,4,31,pick up the black bowl in the top drawer of the wooden cabinet and place it on the plate,159,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,516.0,531.9,videos/observation.images.image2/chunk-000/file-031.mp4,516.0,531.9,149,134,109
1471,train,8,36,pick up the black bowl next to the plate and place it on the plate,95,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,531.9,541.4,videos/observation.images.image2/chunk-000/file-031.mp4,531.9,541.4,85,70,45
1472,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,122,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,541.4,553.6,videos/observation.images.image2/chunk-000/file-031.mp4,541.4,553.6,112,97,72
1473,train,6,30,pick up the black bowl next to the cookie box and place it on the plate,124,data/chunk-000/file-341.parquet,videos/observation.images.image/chunk-000/file-031.mp4,553.6,566.0,videos/observation.images.image2/chunk-000/file-031.mp4,553.6,566.0,114,99,74
